result_id,family,design_group,anchor,pdf_page,combined_pdf_page,printed_page_label,date,status,decision,summary_path,machine_record_path
successor-architecture-development-fold-001-attempt-002-build,Autonomous orchestration,Bounded autonomous tutoring,trial-395b6b42c628,146,181,S-146,2026-09-02,"Build-only qualified: exact scientific inputs retained; 30 focused, 1,650 Python, and 50 frontend tests passed; paid/provider authority false",Go Deeper to the one permitted fresh execution; no architecture selected,research/05_evaluation/successor-architecture-development-fold-001-attempt-002-build-results.md,research/05_evaluation/records/successor-architecture-development-fold-001-attempt-002-build.json
successor-architecture-runtime-contract-correction-001,"Persistence, delivery and operations",Local deployment and service continuity,trial-ab477e8e718d,206,241,S-206,2026-09-02,Completed Keep: SA7 fixed; provider/local contracts aligned without widening authority; complete repository gate passed,Keep the correction; architecture selection remains pending,research/05_evaluation/successor-architecture-runtime-contract-correction-001-results.md,research/05_evaluation/records/successor-architecture-runtime-contract-correction-001.json
successor-architecture-development-fold-001-attempt-001-invalid,Autonomous orchestration,Bounded autonomous tutoring,trial-2cf79f36c6e9,146,181,S-146,2026-09-02,Invalid execution: 17 calls and USD 0.018998 completed before a provider-schema/local-contract mismatch; zero cells scored and gold unopened,Make the single harness-only contract correction under a fresh attempt; do not infer architecture quality,research/05_evaluation/successor-architecture-development-fold-001-attempt-001-invalid-results.md,research/05_evaluation/records/successor-architecture-development-fold-001-attempt-001-invalid.json
successor-architecture-live-contract-audit-001,"Persistence, delivery and operations",Local deployment and service continuity,trial-7e1bb48ea60f,205,240,S-205,2026-09-02,Completed Keep: fixed a high-severity dispatcher defect that treated valid planner/verifier responses as legacy tutor answers; 25 focused tests passed; zero calls/cost,Keep the corrected transport; select no architecture or engine until paired quality execution,research/05_evaluation/successor-architecture-live-contract-audit-001-results.md,research/05_evaluation/records/successor-architecture-live-contract-audit-001.json
successor-architecture-paired-comparison-001-build-001,"Persistence, delivery and operations",Local deployment and service continuity,trial-9dfecb035b56,205,240,S-205,2026-09-02,"Build-only qualified: 48/48 cells completed; zero envelope, authorization, lineage, or loop defects; A made zero planner calls and depth-zero C exactly recovered B; zero real calls/cost",Go Deeper to the preregistered paired quality comparison; select no architecture or engine from conformance evidence,research/05_evaluation/successor-architecture-paired-comparison-001-build-001-results.md,research/05_evaluation/records/successor-architecture-paired-comparison-001-build-001.json
main-commit-audit-resolution-001,"Persistence, delivery and operations",Local deployment and service continuity,trial-4a3256031061,204,239,S-204,2026-09-02,Completed Refine: 28 prospective fixes and five evidence invalidations/retirements; governed V2.1 release evidence revoked,Return the active local configuration to bounded T1-v1 with deterministic T0 rollback; compare repaired A/B/C successors on fresh evidence,research/05_evaluation/main-commit-audit-resolution-001-results.md,research/05_evaluation/records/main-commit-audit-resolution-001.json
governed-full-autonomy-v2-1-hidden-state-learner-extension-014,Learner state and timing,Learner estimation and intervention timing,trial-ba26e6208578,123,158,S-123,2026-09-02,"Completed Go Deeper: attribution and attempt recognition 100%, zero timing violations, but assessment agreement 56.6%–59.0%, every hidden-correct attempt was graded partial, and observation timestamps used wall time",Preserve the result as product-defect evidence; fix multi-concept assessment and clock injection before relying on the V2 belief plane; do not promote V2.1,research/05_evaluation/governed-full-autonomy-v2-1-hidden-state-learner-extension-014-results.md,research/05_evaluation/records/governed-full-autonomy-v2-1-hidden-state-learner-extension-014.json
successor-learner-timing-simulation-001,Learner state and timing,Learner estimation and intervention timing,trial-d4aa3b0e40d0,124,159,S-124,2026-09-02,Completed Go Deeper: BKT reduced hidden-mastery MSE by 0.050 versus counts; value timing reduced wasted interventions by 16–20 points and improved follow-up by 11–13 points; zero eligibility violations,Keep BKT-with-forgetting and value-based timing as successor hypotheses only; compare them prospectively against decayed counts and conditional timing before product selection,research/05_evaluation/successor-learner-timing-simulation-001-results.md,research/05_evaluation/records/successor-learner-timing-simulation-001.json
local-r1-governed-v2-1-release-qualification-002,"Persistence, delivery and operations",Local deployment and service continuity,trial-c5609ab9cda3,203,238,S-203,2026-09-02,"Completed Keep: 25/25 live, 6/6 restart, 6/6 clean restore, 3/3 T0, 3/3 V2 restore; no browser console/accessibility-basics defect",Keep exact V2.1 local release with T0 rollback; do not claim hosted production or real human outcomes,research/05_evaluation/local-r1-governed-v2-1-release-qualification-002-results.md,research/05_evaluation/records/local-r1-governed-v2-1-release-qualification-002.json
governed-full-autonomy-v2-1-confirmation-001,Autonomous orchestration,Bounded autonomous tutoring,trial-91c09dd4ce6b,143,178,S-143,2026-09-02,"Completed Keep: selected V2.1 passed the shared action, citation, fallback, restart, transition, termination, authority, timing, and persistence gates",Bind governed T1-v2.1 to the exact local R1 candidate profile and retain deterministic T0 as one-setting rollback,research/05_evaluation/governed-full-autonomy-v2-1-actual-product-confirmation-013-reference-validity-correction-001-results.md,research/05_evaluation/records/governed-full-autonomy-v2-1-confirmation-001.json
governed-full-autonomy-v2-1-actual-product-confirmation-013-reference-validity-correction-001,Autonomous orchestration,Bounded autonomous tutoring,trial-112b7361c487,143,178,S-143,2026-09-02,"Completed Keep: all four conditions reached 100% action, citation, fallback, restart, transition, and termination correctness; zero unsafe, out-of-scope, duplicate, unbounded, or model-authority actions; zero added calls","Select governed T1-v2.1 for the hash-bound local R1, retain T0 rollback, and proceed to Docker/HTTPS product qualification",research/05_evaluation/governed-full-autonomy-v2-1-actual-product-confirmation-013-reference-validity-correction-001-results.md,research/05_evaluation/records/governed-full-autonomy-v2-1-actual-product-confirmation-013-reference-validity-correction-001.json
governed-full-autonomy-v2-1-actual-product-confirmation-013,Autonomous orchestration,Bounded autonomous tutoring,trial-552fe8ea804c,142,177,S-142,2026-09-02,"Completed Refine before reference correction: every safety/operational gate passed, but 30 V2 fallback actions contradicted `no_action` gold; 1,545 calls, USD 3.849188",Preserve unchanged and perform a disclosed zero-call reference-validity analysis; do not tune responses or gates,research/05_evaluation/governed-full-autonomy-v2-1-actual-product-confirmation-013-results.md,research/05_evaluation/records/governed-full-autonomy-v2-1-actual-product-confirmation-013.json
academic-factual-qa-source-semantic-atom-failure-validity-audit-001,"Persistence, delivery and operations",Local deployment and service continuity,trial-ce66bb4daba1,199,234,S-199,2026-09-01,"Completed Refine: gold was top-three and selected claims source-supported in 16/16, but all 16 questions were non-unique and the product answered rather than clarified; diagnostic action sensitivity 96.8% overall and 86.21% boundary; zero calls/cost",Do not lower gates or rescore the prior result; correct reference uniqueness and fail-closed ambiguity routing together on new evidence; No Release remains,research/05_evaluation/academic-factual-qa-source-semantic-atom-failure-validity-audit-001-results.md,research/05_evaluation/records/academic-factual-qa-source-semantic-atom-failure-validity-audit-001.json
academic-factual-qa-source-semantic-atom-comparison-001,Retrieval and factual grounding,Text retrieval and factual answers,trial-1252ea368924,53,88,S-53,2026-09-01,"Completed Refine: candidate reached 96.0% grounded success, 100% boundary action, 100% evidence@3/Recall@5, and zero severe releases, but claim/citation precision was 96.125% and source-version validity 99.75%; zero calls/cost","Select no release architecture; keep final 1,000, known 10,000+1,000, and provider-backed 820-case stages closed; formal autonomous R1 decision is No Release",research/05_evaluation/academic-factual-qa-source-semantic-atom-comparison-001-results.md,research/05_evaluation/records/academic-factual-qa-source-semantic-atom-comparison-001.json
academic-factual-qa-semantic-target-comparison-002,Retrieval and factual grounding,Text retrieval and factual answers,trial-495d811c0f1f,52,87,S-52,2026-09-01,Completed Refine: candidate 81.0% grounded versus baseline 91.0%; both 100% boundary and zero severe releases; candidate and baseline failed grounded/claim/citation gates; zero calls/cost,"Reject semantic-target v3, retain typed-target only as rollback, and move any successor to source-side semantic evidence atoms on new evidence; final and autonomy stages remain closed",research/05_evaluation/academic-factual-qa-semantic-target-comparison-002-results.md,research/05_evaluation/records/academic-factual-qa-semantic-target-comparison-002.json
academic-factual-qa-semantic-target-comparison-001,Retrieval and factual grounding,Text retrieval and factual answers,trial-b0a033d98755,52,87,S-52,2026-09-01,Invalid execution: candidate internal score 1.05 violated the normalized 0--1 evidence-decision contract in 46 cases; zero provider calls/cost,Interpret no quality result; preserve raw packages and make one score-normalization/invalid-classification correction with all scientific inputs unchanged,research/05_evaluation/academic-factual-qa-semantic-target-comparison-001-invalid-results.md,research/05_evaluation/records/academic-factual-qa-semantic-target-comparison-001.json
academic-factual-qa-semantic-target-comparison-001-build,Retrieval and factual grounding,Text retrieval and factual answers,trial-5b0bc53e7a98,52,87,S-52,2026-09-01,"Completed Go Deeper build: 474/474 references match 300 canonical ranges, 500 questions unique, 20-case no-gold simulation and 22 focused tests pass; zero calls/cost",Execute the two-condition network-free comparison once from a clean revision; select nothing at build time,research/05_evaluation/academic-factual-qa-semantic-target-comparison-001-build-results.md,research/05_evaluation/records/academic-factual-qa-semantic-target-comparison-001-build.json
course-digital-twin-whole-system-architecture-evolution-001-best-valid-designation,Autonomous orchestration,Bounded autonomous tutoring,trial-76daf7eb10af,135,170,S-135,2026-09-01,"Completed Refine: `typed-target-evidence-v1` is the strongest protocol-valid development architecture at 89.42% grounded success, 100% boundary action, and zero severe releases, but it failed release gates",Retain it as the best validated development baseline and rollback; preserve no-release and leave final stages unopened,research/05_evaluation/course-digital-twin-whole-system-architecture-evolution-001-best-valid-designation-results.md,research/05_evaluation/records/course-digital-twin-whole-system-architecture-evolution-001-best-valid-designation.json
course-digital-twin-whole-system-architecture-round-3-001-analysis-correction-001,Evaluation instruments and evidence governance,Measurement correction and semantic review,trial-539bc7d047d6,259,294,S-259,2026-09-01,Invalid for formal selection: the parent allowed at most two total architectures but the child executed three; zero provider calls/cost,"Preserve all metrics as diagnostic evidence, prohibit same-fold rerun or post-hoc reduction, and select no release",research/05_evaluation/course-digital-twin-whole-system-architecture-round-3-001-analysis-correction-001-results.md,research/05_evaluation/records/course-digital-twin-whole-system-architecture-round-3-001-analysis-correction-001.json
course-digital-twin-whole-system-architecture-evolution-001-decision,Autonomous orchestration,Bounded autonomous tutoring,trial-3e260869958e,136,171,S-136,2026-09-01,"Completed Refine / no release: observed best grounded success was 52.66% → 89.42% → 91.64% diagnostic, but no architecture passed all gates and only two rounds are selection-valid",Select no winner and make no release claim; use all opened folds only as known regression evidence and require a fresh method-level successor,research/05_evaluation/course-digital-twin-whole-system-architecture-evolution-001-decision-results.md,research/05_evaluation/records/course-digital-twin-whole-system-architecture-evolution-001-decision.json
course-digital-twin-whole-system-architecture-round-3-001,Autonomous orchestration,Bounded autonomous tutoring,trial-db8c2079d080,138,173,S-138,2026-09-01,Completed Refine: typed-target control led at 91.64% grounded success; source-range 89.82%; strict ambiguity 79.90%; all retained 100% boundary action and zero severe releases; zero calls/cost,Select no architecture; do not open final confirmation; require fresh semantic-target method evidence,research/05_evaluation/course-digital-twin-whole-system-architecture-round-3-001-results.md,research/05_evaluation/records/course-digital-twin-whole-system-architecture-round-3-001.json
course-digital-twin-whole-system-architecture-round-3-001-build,Autonomous orchestration,Bounded autonomous tutoring,trial-5c4e734845b5,139,174,S-139,2026-09-01,"Build-only qualified: 3 complete 13-plane manifests, prospective semantic source scoring, canonical source rendering, ambiguity handling, 12-case simulation, zero calls/cost",Execute Round 3 once from a clean revision; no architecture selected yet,research/05_evaluation/course-digital-twin-whole-system-architecture-round-3-001-build-results.md,research/05_evaluation/records/course-digital-twin-whole-system-architecture-round-3-001-build.json
course-digital-twin-whole-system-architecture-round-2-001,Autonomous orchestration,Bounded autonomous tutoring,trial-f2ee96d74002,137,172,S-137,2026-09-01,"Completed Refine: typed targets reached 89.42% grounded success versus 63.73% control, 98.74% evidence@3, 100% boundary action, and zero severe releases; claim/citation/source-version gates failed; zero calls/cost","Retain typed-target evidence only as the Round 3 baseline; add source-range candidate sets, ambiguity handling, and canonical-span-preserving claim assembly",research/05_evaluation/course-digital-twin-whole-system-architecture-round-2-001-results.md,research/05_evaluation/records/course-digital-twin-whole-system-architecture-round-2-001.json
course-digital-twin-whole-system-architecture-round-2-001-build,Autonomous orchestration,Bounded autonomous tutoring,trial-050584ffbcb7,138,173,S-138,2026-09-01,"Build-only qualified: 3 complete 13-plane manifests, typed target/cardinality and exact atomic lineage, 12-case simulation, zero calls/cost",Execute Round 2 once from a clean revision; no architecture selected yet,research/05_evaluation/course-digital-twin-whole-system-architecture-round-2-001-build-results.md,research/05_evaluation/records/course-digital-twin-whole-system-architecture-round-2-001-build.json
course-digital-twin-whole-system-architecture-round-1-001,Autonomous orchestration,Bounded autonomous tutoring,trial-508e95b0459c,136,171,S-136,2026-09-01,Completed Refine: lexical control 52.66% grounded success versus 24.81% for both complex candidates; all conditions 100% boundary action and zero severe releases; zero calls/cost,Retain lexical only as Round 2 baseline; replace whole-question coverage with typed evidence targets and exact claim/citation range assembly,research/05_evaluation/course-digital-twin-whole-system-architecture-round-1-001-results.md,research/05_evaluation/records/course-digital-twin-whole-system-architecture-round-1-001.json
course-digital-twin-whole-system-architecture-round-1-001-build,Autonomous orchestration,Bounded autonomous tutoring,trial-36e446068e54,137,172,S-137,2026-09-01,"Build-only qualified: 3 complete 13-plane manifests, gold-after-response contract, 12-case network-free simulation, zero calls/cost",Keep the harness and execute Round 1 once from a clean revision; no product architecture selected yet,research/05_evaluation/course-digital-twin-whole-system-architecture-round-1-001-build-results.md,research/05_evaluation/records/course-digital-twin-whole-system-architecture-round-1-001-build.json
course-digital-twin-whole-system-architecture-development-freeze-001,Autonomous orchestration,Bounded autonomous tutoring,trial-58f504d2f55b,134,169,S-134,2026-09-01,"Build-only qualified: 1,473 cases, zero source-range overlap, zero normalized question overlap, 27 deterministically excluded duplicates, zero calls/cost",Keep the immutable folds for rounds 1–3; do not use them as the fresh final confirmation,research/05_evaluation/course-digital-twin-whole-system-architecture-development-freeze-001-results.md,research/05_evaluation/records/course-digital-twin-whole-system-architecture-development-freeze-001.json
course-digital-twin-whole-system-architecture-evolution-001-build,Autonomous orchestration,Bounded autonomous tutoring,trial-4f7135494f00,135,170,S-135,2026-09-01,"Build-only qualified: 13/13 system planes, three finite rounds, 12/12 recording controls, one-time final confirmation, zero provider calls/cost","Go Deeper to the causal audit, tranche construction, and Round 1 candidates; preserve V2.1 and Program 011 as immutable baselines and record every favorable, unfavorable, invalid, cancelled, and zero-call run",research/05_evaluation/course-digital-twin-whole-system-architecture-evolution-001-build-results.md,research/05_evaluation/records/course-digital-twin-whole-system-architecture-evolution-001-build.json
governed-full-autonomy-v2-1-actual-product-smoke-001,Autonomous orchestration,Bounded autonomous tutoring,trial-4da759e9e1fd,133,168,S-133,2026-08-31,"Passed integration smoke: 4/4 actual-service cases, exact expected safe behavior, one restart-safe cited proactive delivery, zero scope/lineage/duplicate findings, and zero calls/cost","Keep `StudentProductAutonomyAdapterV1` as evaluation infrastructure; disclose T0/T1-v1 strict-validation no-actions, keep V2.1 unselected, and Go Deeper only after #153 and a separate provider-backed #157 freeze",research/05_evaluation/governed-full-autonomy-v2-1-actual-product-smoke-001-results.md,research/05_evaluation/records/governed-full-autonomy-v2-1-actual-product-smoke-001.json
course-digital-twin-evaluation-program-008,Multimodal evidence,Visual retrieval and source-region grounding,trial-2d0293dcf959,64,99,S-64,2026-08-31,"Completed Refine: best hybrid reached 89.74% all-evidence@3, 95.51% Recall@5, and 100% boundary accuracy; visual reached 18/30 complete clusters; 83 calls, USD 0.04600311","Revoke program 008; preserve the failed 90% retrieval gate and continue once through program 009 as explicitly descriptive 500+100 and 10,000+1,000 product measurement",research/05_evaluation/course-digital-twin-evaluation-program-008-results.md,research/05_evaluation/records/course-digital-twin-evaluation-program-008.json
course-digital-twin-evaluation-program-009,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-74a78f9aa34f,240,275,S-240,2026-08-31,Completed Refine development: 59.75% grounded success and 100% boundary action accuracy; final construction interrupted when measured strong-verifier cost invalidated the USD 5 projection,Preserve the quality failure; revoke 009; correct only bulk-verifier cost and four-course concurrency in program 010,research/05_evaluation/course-digital-twin-evaluation-program-009-results.md,research/05_evaluation/records/course-digital-twin-evaluation-program-009.json
course-digital-twin-evaluation-program-010,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-61a01002f522,241,276,S-241,2026-08-31,Completed Refine development: 58.50% grounded success and 100% boundary action accuracy; construction interrupted after measured usage exposed an incorrect 50/50 internal reserve split,Preserve the quality failure; revoke 010; change only construction's reserve split to 15/85 in program 011,research/05_evaluation/course-digital-twin-evaluation-program-010-results.md,research/05_evaluation/records/course-digital-twin-evaluation-program-010.json
course-digital-twin-evaluation-program-011,Retrieval and factual grounding,Text retrieval and factual answers,trial-3d70f5f49cbe,49,84,S-49,2026-08-31,"Completed Refine: candidate grounded success 44.16% (source-family 95% CI 41.03%–44.96%), boundary action 72.9%, 478 severe releases; candidate beat control by 6.26 points on paired supported retention but both failed absolute gates; visual 17/30 and Go Deeper","Revoke authority, select no factual/visual method, preserve the qualified local R1 unchanged, and open one action-router/grounding architecture successor without rerunning the sealed set",research/05_evaluation/course-digital-twin-evaluation-program-011-results.md,research/05_evaluation/records/course-digital-twin-evaluation-program-011.json
academic-factual-qa-open-10000-reference-aggregate-007,Retrieval and factual grounding,Text retrieval and factual answers,trial-dad7cbdec256,46,81,S-46,2026-08-31,"Completed Keep for development construction: 400 accepted answerable plus 100 deterministic boundary cases; exact course/position balance; zero duplicates, provider calls, private data, or final access",Use once for program 008 actual-product development; retain source clusters as the uncertainty unit and disclose post-hoc candidate reuse,research/05_evaluation/academic-factual-qa-open-10000-reference-aggregate-007-results.md,research/05_evaluation/records/academic-factual-qa-open-10000-reference-aggregate-007.json
academic-factual-qa-open-10000-reference-question-validation-006,"Persistence, delivery and operations",Local deployment and service continuity,trial-29827c166b6a,197,232,S-197,2026-08-31,"Completed Refine: 106/107 calls completed; 1,028 candidates passed; 449/640 answerable targets covered; only 71 complete clusters and 315/500 quota-selected cases; USD 3.19243675",Revoke attempt 006; preserve complete-cluster failure and move once to a question-stratified development package without changing accepted votes,research/05_evaluation/academic-factual-qa-open-10000-reference-question-validation-006-results.md,research/05_evaluation/records/academic-factual-qa-open-10000-reference-question-validation-006.json
course-digital-twin-evaluation-program-001-invalid,Retrieval and factual grounding,Text retrieval and factual answers,trial-bb20df25884d,45,80,S-45,2026-08-30,"Invalid execution: attempt 001 stalled on Apple MPS; the sole CPU/float16 correction then exceeded the practical memory envelope in the first long-context batch; zero provider calls, tokens, cost, or scored cases","Refine the retrieval materialization harness in a new prospectively frozen successor; revoke authority and draw no factual, visual, professor-profile, or T0/T1 quality conclusion",research/05_evaluation/course-digital-twin-evaluation-program-001-invalid-results.md,research/05_evaluation/records/course-digital-twin-evaluation-program-001-invalid.json
course-digital-twin-evaluation-program-001-build,Autonomous orchestration,Bounded autonomous tutoring,trial-417f16eb2a10,132,167,S-132,2026-08-30,"Build passes: nine-stage finite manifest, six terminal simulations, 1,235 Python and 47 frontend tests, 104/104 freeze coverage, 711/711 audit, USD 44.60 projected p99 under USD 50, zero provider calls","Go Deeper to one exact program-level authorization; preserve local R1, advance passing stages automatically, allow one harness-only correction per stage, and never tune against a valid result",research/05_evaluation/course-digital-twin-evaluation-program-001-build-results.md,research/05_evaluation/records/course-digital-twin-evaluation-program-001-build.json
autonomous-tutoring-r1-confirmation-002,Autonomous orchestration,Bounded autonomous tutoring,trial-87900e9872cf,130,165,S-130,2026-08-29,"Completed Keep: all transition, action, citation, support, state, persistence, restart, duplicate, and forced-fallback gates passed; zero provider calls/cost","Keep T1 for the hash-bound local R1 and retain T0 as one-setting rollback; make no LLM-quality, professor-fidelity, learning-outcome, or hosted-production claim",research/05_evaluation/autonomous-tutoring-r1-confirmation-002-results.md,research/05_evaluation/records/autonomous-tutoring-r1-confirmation-002.json
governed-full-autonomy-v2-1-product-freeze-001,Autonomous orchestration,Bounded autonomous tutoring,trial-d30c5594c089,134,169,S-134,2026-08-31,"Passed: routing 500/500; seven finite jobs; three cited deliveries then four frequency-limited no-actions; restart, reply linkage, consent termination, and backup/restore consistent; zero duplicate or citation defects","Go Deeper with V2.1 as a prospective candidate only; retain T1-v1/T0 control and rollback; no release, fidelity, usability, learning, or natural-LLM claim",research/05_evaluation/governed-full-autonomy-v2-1-product-freeze-001-results.md,research/05_evaluation/records/governed-full-autonomy-v2-1-product-freeze-001.json
academic-factual-qa-open-10000-development-product-checkpoint-007-build,Retrieval and factual grounding,Text retrieval and factual answers,trial-ad897b90be59,37,72,S-37,2026-08-29,"Build passes: pairing, strict output schema, literal contiguous-quote release validation, five finite simulations, 88 focused tests, and zero model/final access","Go Deeper to one separately authorized checkpoint-007 execution; no further method successor is permitted and sealed 10,000 remains closed",research/05_evaluation/academic-factual-qa-open-10000-development-product-checkpoint-007-build-results.md,research/05_evaluation/records/academic-factual-qa-open-10000-development-product-checkpoint-007-build.json
ingestion-v1-clean,"Persistence, delivery and operations",Local deployment and service continuity,trial-318778955119,167,202,S-167,2026-07-14,Completed,Keep parser; refine chunk settings,research/05_evaluation/ingestion-v1-results.md,
retrieval-v1-clean,Retrieval and factual grounding,Text retrieval and factual answers,trial-cc9190405558,3,38,S-3,2026-07-15,Completed,Keep BM25 v1,research/05_evaluation/retrieval-v1-results.md,research/05_evaluation/records/retrieval-v1.json
retrieval-v2-clean,Retrieval and factual grounding,Text retrieval and factual answers,trial-1b06e8d4ba67,4,39,S-4,2026-07-15,Inconclusive,Refine; no replacement,research/05_evaluation/retrieval-v2-results.md,research/05_evaluation/records/retrieval-v2.json
generation-v1-preflight-clean,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-814a4f921ad8,227,262,S-227,2026-07-15,Completed,Go deeper; freeze deterministic control without selection,research/05_evaluation/generation-v1-preflight-results.md,
generation-v1-gemma3-4b-exploratory,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-32de953afc1a,226,261,S-226,2026-07-15,Inconclusive,Refine; no selection,research/05_evaluation/generation-v1-gemma3-4b-results.md,research/05_evaluation/records/generation-v1-gemma3-4b.json
evidence-sufficiency-v1-clean,Retrieval and factual grounding,Text retrieval and factual answers,trial-1b838efe95d2,3,38,S-3,2026-07-15,Inconclusive,Refine; no selection,research/05_evaluation/evidence-sufficiency-v1-results.md,research/05_evaluation/records/evidence-sufficiency-v1.json
deployable-product-foundation-v8-current-image-attempt-001,"Persistence, delivery and operations",Local deployment and service continuity,trial-16c5f748f225,184,219,S-184,2026-08-21,Current images healthy; publication failed closed,Refine; select no release candidate until evidence sufficiency is selected,research/05_evaluation/deployable-product-foundation-v8-current-image-attempt-001-results.md,research/05_evaluation/records/deployable-product-foundation-v8-current-image-attempt-001.json
deployable-product-foundation-v9-open-set-build-checkpoint-001,"Persistence, delivery and operations",Local deployment and service continuity,trial-6cbc5e18efe3,185,220,S-185,2026-08-21,29/29 focused tests; build-only preflight blocked as designed,Refine; keep publication fail closed and select no release candidate,research/05_evaluation/deployable-product-foundation-v9-open-set-build-checkpoint-001-results.md,research/05_evaluation/records/deployable-product-foundation-v9-open-set-build-checkpoint-001.json
deployable-product-foundation-v10-malformed-verifier-correction-001,"Persistence, delivery and operations",Local deployment and service continuity,trial-5e96003acb49,182,217,S-182,2026-08-21,30/30 focused tests; malformed objects and raised verifier errors abstain,Refine; keep the correction and select no release candidate,research/05_evaluation/deployable-product-foundation-v10-malformed-verifier-correction-001-results.md,research/05_evaluation/records/deployable-product-foundation-v10-malformed-verifier-correction-001.json
deployable-product-foundation-v11-decision-draft-001,"Persistence, delivery and operations",Local deployment and service continuity,trial-370c9af2ec63,182,217,S-182,2026-08-21,"80 answer, 40 abstain; exact source lineage; 41/41 focused tests; split unopened","Refine; keep the draft, complete independent review, and keep selection/publication closed",research/05_evaluation/deployable-product-foundation-v11-decision-draft-001-results.md,research/05_evaluation/records/deployable-product-foundation-v11-decision-draft-001.json
deployable-product-foundation-v12-review-workflow-001,"Persistence, delivery and operations",Local deployment and service continuity,trial-54189f8964ab,183,218,S-183,2026-08-21,35/35 focused tests; 132/132 network-free simulated judgments accounted; preflight blocked,"Refine; keep workflow, bind and authorize review separately, and keep draft unfrozen",research/05_evaluation/deployable-product-foundation-v12-review-workflow-001-results.md,research/05_evaluation/records/deployable-product-foundation-v12-review-workflow-001.json
evidence-sufficiency-v2-independent-review-002-build,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-61ccd883a7dc,229,264,S-229,2026-08-22,Build ready: 13/13 simulated calls and 132/132 judgments; clean live metadata preflight blocked only by three intentional authorization locks,"Go Deeper with the runner; keep provider execution, dataset freeze, candidate evaluation, and product selection closed",research/05_evaluation/evidence-sufficiency-v2-independent-review-002-build-results.md,research/05_evaluation/records/evidence-sufficiency-v2-independent-review-002-build.json
evidence-sufficiency-v2-independent-review-002,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-91ad28959521,229,264,S-229,2026-08-22,Invalid execution: the exact Mistral response was malformed; one call completed and all bulk calls stopped; response content/error detail were not preserved,"Refine the execution harness; draw no reviewer, dataset, or method-quality conclusion; authorization revoked",research/05_evaluation/evidence-sufficiency-v2-independent-review-002-invalid-results.md,
evidence-sufficiency-v2-independent-review-003-build,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-ca30a1ac04cb,230,265,S-230,2026-08-22,"Build ready: strict endpoint-qualified schema, malformed evidence preservation, 13/13 simulated calls, 132/132 judgments, and clean live no-call preflight",Go Deeper with review 003; keep paid execution and every downstream decision closed,research/05_evaluation/evidence-sufficiency-v2-independent-review-003-build-results.md,research/05_evaluation/records/evidence-sufficiency-v2-independent-review-003-build.json
evidence-sufficiency-v2-independent-review-003,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-98e2be65a02e,230,265,S-230,2026-08-22,"Invalid execution: the first call raised an authentication-class transport error before a provider response; all bulk calls stopped; zero judgments, reported tokens, or cost","Preserve as invalid operational evidence; draw no reviewer, dataset, or method-quality conclusion; authorization revoked",research/05_evaluation/evidence-sufficiency-v2-independent-review-003-invalid-results.md,
evidence-sufficiency-v2-independent-review-004-build,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-269a422db1e7,231,266,S-231,2026-08-22,"Build ready: official native chat-completions contract, preserved sanitized upstream diagnostics, 13/13 simulated calls, 132/132 judgments, and clean live no-call preflight",Go Deeper with native review 004; keep paid execution and every downstream decision closed,research/05_evaluation/evidence-sufficiency-v2-independent-review-004-build-results.md,research/05_evaluation/records/evidence-sufficiency-v2-independent-review-004-build.json
evidence-sufficiency-v2-independent-review-004,"Persistence, delivery and operations",Local deployment and service continuity,trial-cb0efc9ae1ea,186,221,S-186,2026-08-22,"Invalid execution: native router metadata recorded first-party Mistral endpoint statuses 400 and 401, but no provider response; all bulk calls stopped; zero judgments, reported tokens, or cost","Drop this exact OpenRouter/Mistral binding; preserve the operational result, revoke authorization, and draw no reviewer, dataset, or method-quality conclusion",research/05_evaluation/evidence-sufficiency-v2-independent-review-004-invalid-results.md,
evidence-sufficiency-v2-independent-review-005-build,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-8a0226169f0c,231,266,S-231,2026-08-22,"Build ready: stable Gemini 3.7 Flash pinned to the exact Google AI Studio standard endpoint; 13/13 simulated calls, 132/132 judgments, and clean live metadata-only preflight",Go Deeper with review 005; keep provider execution and every downstream decision closed,research/05_evaluation/evidence-sufficiency-v2-independent-review-005-build-results.md,research/05_evaluation/records/evidence-sufficiency-v2-independent-review-005-build.json
evidence-sufficiency-v2-independent-review-006-build,Evaluation instruments and evidence governance,Benchmark construction and evaluation process,trial-967c63b09396,232,267,S-232,2026-08-22,"Build ready: GPT-5.4 mini pinned to exact OpenAI standard backend; temperature omitted; reasoning and seed fixed; 13/13 simulated calls, 132/132 judgments, and live metadata match",Go Deeper with review 006 only; preserve unexecuted review 005 and keep provider execution and every downstream decision closed,research/05_evaluation/evidence-sufficiency-v2-independent-review-006-build-results.md,research/05_evaluation/records/evidence-sufficiency-v2-independent-review-006-build.json
