result_id,date,component,dataset_or_corpus,status,decision,decision_class,summary_path,summary_present,machine_record_path,machine_record_present,all_linked_evidence_paths,reproduction,registry_line
successor-architecture-development-fold-002-single-case-001-build,2026-09-03,Robust fixed-engine A/B/C/C+V development comparison,Fresh 150 public-synthetic cases / 600 paired actual-graph cells,"Build-only qualified: exact one-case schemas, safe per-case failure scoring, late gold opening, 36 focused tests, 1,656 Python tests, 50 frontend tests, 965/965 audit, and npm audit 0",Go Deeper to one finite execution; no architecture or engine selected,go-deeper,research/05_evaluation/successor-architecture-development-fold-002-single-case-001-build-results.md,True,research/05_evaluation/records/successor-architecture-development-fold-002-single-case-001-build.json,True,research/05_evaluation/successor-architecture-development-fold-002-single-case-001-build-results.md;research/05_evaluation/records/successor-architecture-development-fold-002-single-case-001-build.json,Clean implementation revision `37ab445`; provider/paid authority false; zero calls/cost,96
successor-architecture-development-fold-001-attempt-002-invalid,2026-09-02,Fixed-engine A/B/C/C+V development comparison,Same 150 public-synthetic cases / 600 planned cells,"Invalid execution: canaries and 30 planner batches completed, then Luna returned zero rows for the first four-case verifier batch; 33 calls, USD 0.037090, zero scored cells, gold unopened",Stop fold 001 with no architecture selection; any successor must use fresh evidence and a prospectively changed method,invalid,research/05_evaluation/successor-architecture-development-fold-001-attempt-002-invalid-results.md,True,research/05_evaluation/records/successor-architecture-development-fold-001-attempt-002-invalid.json,True,research/05_evaluation/successor-architecture-development-fold-001-attempt-002-invalid-results.md;research/05_evaluation/records/successor-architecture-development-fold-001-attempt-002-invalid.json,Clean revision `89bfb22`; authorization revoked; no retry/resume,97
successor-architecture-development-fold-001-attempt-002-build,2026-09-02,Corrected fixed-engine A/B/C/C+V development runner,Same 150 public-synthetic cases / fresh attempt paths,"Build-only qualified: exact scientific inputs retained; 30 focused, 1,650 Python, and 50 frontend tests passed; paid/provider authority false",Go Deeper to the one permitted fresh execution; no architecture selected,go-deeper,research/05_evaluation/successor-architecture-development-fold-001-attempt-002-build-results.md,True,research/05_evaluation/records/successor-architecture-development-fold-001-attempt-002-build.json,True,research/05_evaluation/successor-architecture-development-fold-001-attempt-002-build-results.md;research/05_evaluation/records/successor-architecture-development-fold-001-attempt-002-build.json,Revision `217bcfa`; network-free simulation; 964/964 audited; zero calls/cost,98
successor-architecture-runtime-contract-correction-001,2026-09-02,Hierarchical planner provider/local contract,Strict maximum-three-step episode schema and repeated-action regression,Completed Keep: SA7 fixed; provider/local contracts aligned without widening authority; complete repository gate passed,Keep the correction; architecture selection remains pending,keep,research/05_evaluation/successor-architecture-runtime-contract-correction-001-results.md,True,research/05_evaluation/records/successor-architecture-runtime-contract-correction-001.json,True,research/05_evaluation/successor-architecture-runtime-contract-correction-001-results.md;research/05_evaluation/records/successor-architecture-runtime-contract-correction-001.json,"Revision `217bcfa`; 1,650 Python and 50 frontend tests; 964/964 audited; zero calls/cost",99
successor-architecture-development-fold-001-attempt-001-invalid,2026-09-02,Fixed-engine A/B/C/C+V development comparison,150 public-synthetic cases / 600 planned graph cells,Invalid execution: 17 calls and USD 0.018998 completed before a provider-schema/local-contract mismatch; zero cells scored and gold unopened,Make the single harness-only contract correction under a fresh attempt; do not infer architecture quality,invalid,research/05_evaluation/successor-architecture-development-fold-001-attempt-001-invalid-results.md,True,research/05_evaluation/records/successor-architecture-development-fold-001-attempt-001-invalid.json,True,research/05_evaluation/successor-architecture-development-fold-001-attempt-001-invalid-results.md;research/05_evaluation/records/successor-architecture-development-fold-001-attempt-001-invalid.json,Clean execution revision `2dd2ba2`; attempt authority revoked; output remains ignored and immutable,100
successor-architecture-live-contract-audit-001,2026-09-02,A/B/C direct-OpenAI planner and verifier transport,Strict hierarchical-plan and reject-only-verifier response fixtures,Completed Keep: fixed a high-severity dispatcher defect that treated valid planner/verifier responses as legacy tutor answers; 25 focused tests passed; zero calls/cost,Keep the corrected transport; select no architecture or engine until paired quality execution,keep,research/05_evaluation/successor-architecture-live-contract-audit-001-results.md,True,research/05_evaluation/records/successor-architecture-live-contract-audit-001.json,True,research/05_evaluation/successor-architecture-live-contract-audit-001-results.md;research/05_evaluation/records/successor-architecture-live-contract-audit-001.json,"Clean fix revision `6bafa48`; exact structured parsing, identity, and usage paths covered",101
successor-architecture-paired-comparison-001-build-001,2026-09-02,Switchable A/B/C/C+V autonomy runtime and paired evaluation boundary,12 synthetic authority/failure scenarios × four architecture settings = 48 actual governed-graph cells,"Build-only qualified: 48/48 cells completed; zero envelope, authorization, lineage, or loop defects; A made zero planner calls and depth-zero C exactly recovered B; zero real calls/cost",Go Deeper to the preregistered paired quality comparison; select no architecture or engine from conformance evidence,go-deeper,research/05_evaluation/successor-architecture-paired-comparison-001-build-001-results.md,True,research/05_evaluation/records/successor-architecture-paired-comparison-001-build-001.json,True,research/05_evaluation/successor-architecture-paired-comparison-001-build-001-results.md;research/05_evaluation/records/successor-architecture-paired-comparison-001-build-001.json,Clean revision `07ff7d1`; instrument hash `e8e1b49...`; `npm run verify:successor-architecture-paired-comparison-001`,102
main-commit-audit-resolution-001,2026-09-02,Whole-product runtime and evidence integrity,24 published audit findings plus nine independently reproduced findings,Completed Refine: 28 prospective fixes and five evidence invalidations/retirements; governed V2.1 release evidence revoked,Return the active local configuration to bounded T1-v1 with deterministic T0 rollback; compare repaired A/B/C successors on fresh evidence,refine,research/05_evaluation/main-commit-audit-resolution-001-results.md,True,research/05_evaluation/records/main-commit-audit-resolution-001.json,True,research/05_evaluation/main-commit-audit-resolution-001-results.md;research/05_evaluation/records/main-commit-audit-resolution-001.json,"Runtime fix `1265830`; 1,623 Python and 50 frontend tests; lint/build passed; zero calls/cost",103
governed-full-autonomy-v2-1-hidden-state-learner-extension-014,2026-09-02,Actual-product hidden-state learner and proactive evaluation extension,"144 cases / T0, T1-v1, T1-v2 reactive, T1-v2 autonomous / six personas / two simulator families / three held-out seeds / 30 virtual days","Completed Go Deeper: attribution and attempt recognition 100%, zero timing violations, but assessment agreement 56.6%–59.0%, every hidden-correct attempt was graded partial, and observation timestamps used wall time",Preserve the result as product-defect evidence; fix multi-concept assessment and clock injection before relying on the V2 belief plane; do not promote V2.1,go-deeper,research/05_evaluation/governed-full-autonomy-v2-1-hidden-state-learner-extension-014-results.md,True,research/05_evaluation/records/governed-full-autonomy-v2-1-hidden-state-learner-extension-014.json,True,research/05_evaluation/governed-full-autonomy-v2-1-hidden-state-learner-extension-014-results.md;research/05_evaluation/records/governed-full-autonomy-v2-1-hidden-state-learner-extension-014.json,Clean branch revision `6a244cc`; deterministic actual-product adapter; zero provider calls/cost; ignored output hashes recorded in the result,104
successor-learner-timing-simulation-001,2026-09-02,Prospective learner estimator and proactive timing architecture,240 paired synthetic learners per condition / six personas / two hidden-state simulator families / held-out seeds / 30 virtual days,Completed Go Deeper: BKT reduced hidden-mastery MSE by 0.050 versus counts; value timing reduced wasted interventions by 16–20 points and improved follow-up by 11–13 points; zero eligibility violations,Keep BKT-with-forgetting and value-based timing as successor hypotheses only; compare them prospectively against decayed counts and conditional timing before product selection,go-deeper,research/05_evaluation/successor-learner-timing-simulation-001-results.md,True,research/05_evaluation/records/successor-learner-timing-simulation-001.json,True,research/05_evaluation/successor-learner-timing-simulation-001-results.md;research/05_evaluation/records/successor-learner-timing-simulation-001.json,Clean revision `07e4902`; deterministic simulation; attempt 001 invalidated before analysis and retained outside the repository; zero provider calls/cost,105
local-r1-governed-v2-1-release-qualification-002,2026-09-02,Governed V2.1 local operational release,"Fresh local HTTPS synthetic professor/student journey, restart, clean restore, T0 rollback, V2 restoration, and responsive browser QA","Completed Keep: 25/25 live, 6/6 restart, 6/6 clean restore, 3/3 T0, 3/3 V2 restore; no browser console/accessibility-basics defect",Keep exact V2.1 local release with T0 rollback; do not claim hosted production or real human outcomes,keep,research/05_evaluation/local-r1-governed-v2-1-release-qualification-002-results.md,True,research/05_evaluation/records/local-r1-governed-v2-1-release-qualification-002.json,True,research/05_evaluation/local-r1-governed-v2-1-release-qualification-002-results.md;research/05_evaluation/records/local-r1-governed-v2-1-release-qualification-002.json,Revision `b4d25fa`; profile hash `43da7e1...`; API/web image IDs and ignored artifact hashes in result,106
governed-full-autonomy-v2-1-confirmation-001,2026-09-02,Local R1 conversation-orchestration selection,Confirmation 013 corrected 820-case actual-product evidence / public synthetic source families 151–200,"Completed Keep: selected V2.1 passed the shared action, citation, fallback, restart, transition, termination, authority, timing, and persistence gates",Bind governed T1-v2.1 to the exact local R1 candidate profile and retain deterministic T0 as one-setting rollback,keep,research/05_evaluation/governed-full-autonomy-v2-1-actual-product-confirmation-013-reference-validity-correction-001-results.md,True,research/05_evaluation/records/governed-full-autonomy-v2-1-confirmation-001.json,True,research/05_evaluation/governed-full-autonomy-v2-1-actual-product-confirmation-013-reference-validity-correction-001-results.md;research/05_evaluation/records/governed-full-autonomy-v2-1-confirmation-001.json,Profile hash `43da7e1...`; execution revision `27568e4`; no additional provider calls; Docker/HTTPS qualification remains the next operational checkpoint,107
governed-full-autonomy-v2-1-actual-product-confirmation-013-reference-validity-correction-001,2026-09-02,Governed full-autonomy actual-product release selection,Immutable 820 confirmation-013 responses / 30 corrected provider-failure references,"Completed Keep: all four conditions reached 100% action, citation, fallback, restart, transition, and termination correctness; zero unsafe, out-of-scope, duplicate, unbounded, or model-authority actions; zero added calls","Select governed T1-v2.1 for the hash-bound local R1, retain T0 rollback, and proceed to Docker/HTTPS product qualification",keep,research/05_evaluation/governed-full-autonomy-v2-1-actual-product-confirmation-013-reference-validity-correction-001-results.md,True,research/05_evaluation/records/governed-full-autonomy-v2-1-actual-product-confirmation-013-reference-validity-correction-001.json,True,research/05_evaluation/governed-full-autonomy-v2-1-actual-product-confirmation-013-reference-validity-correction-001-results.md;research/05_evaluation/records/governed-full-autonomy-v2-1-actual-product-confirmation-013-reference-validity-correction-001.json,Reused 820 immutable responses from revision `27568e4`; original Refine preserved; 30 references aligned to the approved deterministic provider-failure fallback,108
governed-full-autonomy-v2-1-actual-product-confirmation-013,2026-09-02,Governed full-autonomy actual-product confirmation,"820 fresh source-disjoint public-synthetic cases / T0, T1-v1, T1-v2 reactive, T1-v2 autonomous","Completed Refine before reference correction: every safety/operational gate passed, but 30 V2 fallback actions contradicted `no_action` gold; 1,545 calls, USD 3.849188",Preserve unchanged and perform a disclosed zero-call reference-validity analysis; do not tune responses or gates,refine,research/05_evaluation/governed-full-autonomy-v2-1-actual-product-confirmation-013-results.md,True,research/05_evaluation/records/governed-full-autonomy-v2-1-actual-product-confirmation-013.json,True,research/05_evaluation/governed-full-autonomy-v2-1-actual-product-confirmation-013-results.md;research/05_evaluation/records/governed-full-autonomy-v2-1-actual-product-confirmation-013.json,"Revision `27568e4`; 837,718 input / 181,146 output tokens; exact ledger/public/gold hashes in record",109
academic-factual-qa-source-semantic-atom-failure-validity-audit-001,2026-09-01,Evaluation validity and product ambiguity handling,Exact 16 failures from the immutable fresh 500-case source-semantic-atom comparison,"Completed Refine: gold was top-three and selected claims source-supported in 16/16, but all 16 questions were non-unique and the product answered rather than clarified; diagnostic action sensitivity 96.8% overall and 86.21% boundary; zero calls/cost",Do not lower gates or rescore the prior result; correct reference uniqueness and fail-closed ambiguity routing together on new evidence; No Release remains,no-release,research/05_evaluation/academic-factual-qa-source-semantic-atom-failure-validity-audit-001-results.md,True,research/05_evaluation/records/academic-factual-qa-source-semantic-atom-failure-validity-audit-001.json,True,research/05_evaluation/academic-factual-qa-source-semantic-atom-failure-validity-audit-001-results.md;research/05_evaluation/records/academic-factual-qa-source-semantic-atom-failure-validity-audit-001.json,Clean revision `84ec002`; exact original result/response/source/gold hashes; ignored audit result hash `4559f6f...`; Codex-assisted with no external human,110
academic-factual-qa-source-semantic-atom-comparison-001,2026-09-01,Source-side semantic evidence-atom grounding,Fresh 500 cases / 100 source-range-disjoint clusters / typed-target rollback versus source-semantic atoms,"Completed Refine: candidate reached 96.0% grounded success, 100% boundary action, 100% evidence@3/Recall@5, and zero severe releases, but claim/citation precision was 96.125% and source-version validity 99.75%; zero calls/cost","Select no release architecture; keep final 1,000, known 10,000+1,000, and provider-backed 820-case stages closed; formal autonomous R1 decision is No Release",no-release,research/05_evaluation/academic-factual-qa-source-semantic-atom-comparison-001-results.md,True,research/05_evaluation/records/academic-factual-qa-source-semantic-atom-comparison-001.json,True,research/05_evaluation/academic-factual-qa-source-semantic-atom-comparison-001-results.md;research/05_evaluation/records/academic-factual-qa-source-semantic-atom-comparison-001.json,Clean revision `354c745`; all responses persisted before hidden gold; ignored raw result hash `d97e9d6...`,111
academic-factual-qa-semantic-target-comparison-002,2026-09-01,Corrected #153 semantic-target grounding comparison,Fixed fresh 500 cases / 100 clusters / typed-target baseline versus semantic-target v3,Completed Refine: candidate 81.0% grounded versus baseline 91.0%; both 100% boundary and zero severe releases; candidate and baseline failed grounded/claim/citation gates; zero calls/cost,"Reject semantic-target v3, retain typed-target only as rollback, and move any successor to source-side semantic evidence atoms on new evidence; final and autonomy stages remain closed",refine,research/05_evaluation/academic-factual-qa-semantic-target-comparison-002-results.md,True,research/05_evaluation/records/academic-factual-qa-semantic-target-comparison-002.json,True,research/05_evaluation/academic-factual-qa-semantic-target-comparison-002-results.md;research/05_evaluation/records/academic-factual-qa-semantic-target-comparison-002.json,"Clean revision `b62e9f8`; hidden gold opened only after 1,000 responses; corrected run had zero operational failures; attempt-002 authority revoked",112
academic-factual-qa-semantic-target-comparison-001,2026-09-01,Fresh #153 semantic-target grounding comparison,Fixed 500 cases / typed-target baseline and semantic-target candidate,Invalid execution: candidate internal score 1.05 violated the normalized 0--1 evidence-decision contract in 46 cases; zero provider calls/cost,Interpret no quality result; preserve raw packages and make one score-normalization/invalid-classification correction with all scientific inputs unchanged,invalid,research/05_evaluation/academic-factual-qa-semantic-target-comparison-001-invalid-results.md,True,research/05_evaluation/records/academic-factual-qa-semantic-target-comparison-001.json,True,research/05_evaluation/academic-factual-qa-semantic-target-comparison-001-invalid-results.md;research/05_evaluation/records/academic-factual-qa-semantic-target-comparison-001.json,Clean revision `6e9eb16`; all responses persisted before hidden gold; raw result content hash `b9d959f...`; attempt-001 authority revoked,113
academic-factual-qa-semantic-target-comparison-001-build,2026-09-01,Fresh #153 semantic-target grounding successor,500 cases / 100 source-range-disjoint clusters / 400 answerable + 100 boundary,"Completed Go Deeper build: 474/474 references match 300 canonical ranges, 500 questions unique, 20-case no-gold simulation and 22 focused tests pass; zero calls/cost",Execute the two-condition network-free comparison once from a clean revision; select nothing at build time,go-deeper,research/05_evaluation/academic-factual-qa-semantic-target-comparison-001-build-results.md,True,research/05_evaluation/records/academic-factual-qa-semantic-target-comparison-001-build.json,True,research/05_evaluation/academic-factual-qa-semantic-target-comparison-001-build-results.md;research/05_evaluation/records/academic-factual-qa-semantic-target-comparison-001-build.json,Base `9d16aa9` plus disclosed build worktree; pinned ThinkOS OS source and unused ranges from three existing course families; sealed final unopened,114
course-digital-twin-whole-system-architecture-evolution-001-best-valid-designation,2026-09-01,Final best-valid development architecture designation,All protocol-valid Round 1/2 evidence plus the Round 3 protocol correction,"Completed Refine: `typed-target-evidence-v1` is the strongest protocol-valid development architecture at 89.42% grounded success, 100% boundary action, and zero severe releases, but it failed release gates",Retain it as the best validated development baseline and rollback; preserve no-release and leave final stages unopened,no-release,research/05_evaluation/course-digital-twin-whole-system-architecture-evolution-001-best-valid-designation-results.md,True,research/05_evaluation/records/course-digital-twin-whole-system-architecture-evolution-001-best-valid-designation.json,True,research/05_evaluation/course-digital-twin-whole-system-architecture-evolution-001-best-valid-designation-results.md;research/05_evaluation/records/course-digital-twin-whole-system-architecture-evolution-001-best-valid-designation.json,Base main `049f12e`; zero calls/cost; Round 3 diagnostic metrics excluded from formal selection; no real-human evaluation,115
course-digital-twin-whole-system-architecture-round-3-001-analysis-correction-001,2026-09-01,Round 3 protocol audit,Frozen parent program plus executed 481-case Round 3 instrument and raw result,Invalid for formal selection: the parent allowed at most two total architectures but the child executed three; zero provider calls/cost,"Preserve all metrics as diagnostic evidence, prohibit same-fold rerun or post-hoc reduction, and select no release",no-release,research/05_evaluation/course-digital-twin-whole-system-architecture-round-3-001-analysis-correction-001-results.md,True,research/05_evaluation/records/course-digital-twin-whole-system-architecture-round-3-001-analysis-correction-001.json,True,research/05_evaluation/course-digital-twin-whole-system-architecture-round-3-001-analysis-correction-001-results.md;research/05_evaluation/records/course-digital-twin-whole-system-architecture-round-3-001-analysis-correction-001.json,"Clean execution `a3fe4fc`; raw result retained; build-validator defect disclosed; fresh 1,000 remains unopened",116
course-digital-twin-whole-system-architecture-evolution-001-decision,2026-09-01,Finite whole-system architecture program,"Three source-disjoint development folds / 1,473 total cases; Round 3 protocol-invalid; final stages unopened","Completed Refine / no release: observed best grounded success was 52.66% → 89.42% → 91.64% diagnostic, but no architecture passed all gates and only two rounds are selection-valid",Select no winner and make no release claim; use all opened folds only as known regression evidence and require a fresh method-level successor,no-release,research/05_evaluation/course-digital-twin-whole-system-architecture-evolution-001-decision-results.md,True,research/05_evaluation/records/course-digital-twin-whole-system-architecture-evolution-001-decision.json,True,research/05_evaluation/course-digital-twin-whole-system-architecture-evolution-001-decision-results.md;research/05_evaluation/records/course-digital-twin-whole-system-architecture-evolution-001-decision.json,"Zero provider calls/cost; protocol correction retained; no real-human evaluation; fresh 1,000 and known 10,000+1,000 rerun not opened",117
course-digital-twin-whole-system-architecture-round-3-001,2026-09-01,Whole-system architecture Round 3,Untouched source-disjoint 481-case third development fold; typed-target control plus two source-range architectures,Completed Refine: typed-target control led at 91.64% grounded success; source-range 89.82%; strict ambiguity 79.90%; all retained 100% boundary action and zero severe releases; zero calls/cost,Select no architecture; do not open final confirmation; require fresh semantic-target method evidence,refine,research/05_evaluation/course-digital-twin-whole-system-architecture-round-3-001-results.md,True,research/05_evaluation/records/course-digital-twin-whole-system-architecture-round-3-001.json,True,research/05_evaluation/course-digital-twin-whole-system-architecture-round-3-001-results.md;research/05_evaluation/records/course-digital-twin-whole-system-architecture-round-3-001.json,Clean revision `a3fe4fc`; hidden gold opened only after all responses; raw/result hashes retained; four RST serialization false negatives disclosed without rewriting the result,118
course-digital-twin-whole-system-architecture-round-3-001-build,2026-09-01,Whole-system architecture Round 3 harness,Untouched source-disjoint 481-case third development fold; typed-target control plus two source-range candidates,"Build-only qualified: 3 complete 13-plane manifests, prospective semantic source scoring, canonical source rendering, ambiguity handling, 12-case simulation, zero calls/cost",Execute Round 3 once from a clean revision; no architecture selected yet,other,research/05_evaluation/course-digital-twin-whole-system-architecture-round-3-001-build-results.md,True,research/05_evaluation/records/course-digital-twin-whole-system-architecture-round-3-001-build.json,True,research/05_evaluation/course-digital-twin-whole-system-architecture-round-3-001-build-results.md;research/05_evaluation/records/course-digital-twin-whole-system-architecture-round-3-001-build.json,"Base `e507ec0` plus disclosed worktree; 1,480 Python / 50 frontend / 845-file audit / 123-entrypoint freeze; provider authority false",119
course-digital-twin-whole-system-architecture-round-2-001,2026-09-01,Whole-system architecture Round 2,Frozen source-disjoint 497-case second development fold; lexical baseline plus two typed-target architectures,"Completed Refine: typed targets reached 89.42% grounded success versus 63.73% control, 98.74% evidence@3, 100% boundary action, and zero severe releases; claim/citation/source-version gates failed; zero calls/cost","Retain typed-target evidence only as the Round 3 baseline; add source-range candidate sets, ambiguity handling, and canonical-span-preserving claim assembly",refine,research/05_evaluation/course-digital-twin-whole-system-architecture-round-2-001-results.md,True,research/05_evaluation/records/course-digital-twin-whole-system-architecture-round-2-001.json,True,research/05_evaluation/course-digital-twin-whole-system-architecture-round-2-001-results.md;research/05_evaluation/records/course-digital-twin-whole-system-architecture-round-2-001.json,Clean revision `15c9d88`; hidden gold opened only after all responses; raw result hash retained; no architecture is release-ready,120
course-digital-twin-whole-system-architecture-round-2-001-build,2026-09-01,Whole-system architecture Round 2 harness,Frozen 497-case second development fold; lexical baseline plus two typed-target candidates,"Build-only qualified: 3 complete 13-plane manifests, typed target/cardinality and exact atomic lineage, 12-case simulation, zero calls/cost",Execute Round 2 once from a clean revision; no architecture selected yet,other,research/05_evaluation/course-digital-twin-whole-system-architecture-round-2-001-build-results.md,True,research/05_evaluation/records/course-digital-twin-whole-system-architecture-round-2-001-build.json,True,research/05_evaluation/course-digital-twin-whole-system-architecture-round-2-001-build-results.md;research/05_evaluation/records/course-digital-twin-whole-system-architecture-round-2-001-build.json,Base `78730a1` plus disclosed worktree; provider authority false; fold disjoint from Round 1,121
course-digital-twin-whole-system-architecture-round-1-001,2026-09-01,Whole-system architecture Round 1,Frozen Round 1 development fold: 495 cases / 86 source families,Completed Refine: lexical control 52.66% grounded success versus 24.81% for both complex candidates; all conditions 100% boundary action and zero severe releases; zero calls/cost,Retain lexical only as Round 2 baseline; replace whole-question coverage with typed evidence targets and exact claim/citation range assembly,refine,research/05_evaluation/course-digital-twin-whole-system-architecture-round-1-001-results.md,True,research/05_evaluation/records/course-digital-twin-whole-system-architecture-round-1-001.json,True,research/05_evaluation/course-digital-twin-whole-system-architecture-round-1-001-results.md;research/05_evaluation/records/course-digital-twin-whole-system-architecture-round-1-001.json,Clean revision `795cd3c`; hidden gold opened only after all responses; no architecture is release-ready,122
course-digital-twin-whole-system-architecture-round-1-001-build,2026-09-01,Whole-system architecture Round 1 harness,"Frozen 495-case / 350-source-chunk development fold; lexical control, evidence-first hierarchical, and plan-observe candidates","Build-only qualified: 3 complete 13-plane manifests, gold-after-response contract, 12-case network-free simulation, zero calls/cost",Keep the harness and execute Round 1 once from a clean revision; no product architecture selected yet,keep,research/05_evaluation/course-digital-twin-whole-system-architecture-round-1-001-build-results.md,True,research/05_evaluation/records/course-digital-twin-whole-system-architecture-round-1-001-build.json,True,research/05_evaluation/course-digital-twin-whole-system-architecture-round-1-001-build-results.md;research/05_evaluation/records/course-digital-twin-whole-system-architecture-round-1-001-build.json,Revision `d6a7480` plus disclosed build worktree; `npm run verify:whole-system-architecture-evolution`; provider authority false,123
course-digital-twin-whole-system-architecture-development-freeze-001,2026-09-01,Whole-system architecture development data,"Three pairwise source-range-disjoint open-source folds: 495 / 497 / 481 cases, 300 clusters total","Build-only qualified: 1,473 cases, zero source-range overlap, zero normalized question overlap, 27 deterministically excluded duplicates, zero calls/cost",Keep the immutable folds for rounds 1–3; do not use them as the fresh final confirmation,keep,research/05_evaluation/course-digital-twin-whole-system-architecture-development-freeze-001-results.md,True,research/05_evaluation/records/course-digital-twin-whole-system-architecture-development-freeze-001.json,True,research/05_evaluation/course-digital-twin-whole-system-architecture-development-freeze-001-results.md;research/05_evaluation/records/course-digital-twin-whole-system-architecture-development-freeze-001.json,Revision `0991aba` plus disclosed build worktree; `npm run verify:whole-system-architecture-evolution`; public/gold packages physically separate,124
course-digital-twin-whole-system-architecture-evolution-001-build,2026-09-01,Whole-system architecture selection and mandatory evidence control,"Three planned source-disjoint development folds / one planned fresh 1,000 confirmation / known Program 011 regression / 820-case autonomy / non-human profile and learning proxies","Build-only qualified: 13/13 system planes, three finite rounds, 12/12 recording controls, one-time final confirmation, zero provider calls/cost","Go Deeper to the causal audit, tranche construction, and Round 1 candidates; preserve V2.1 and Program 011 as immutable baselines and record every favorable, unfavorable, invalid, cancelled, and zero-call run",go-deeper,research/05_evaluation/course-digital-twin-whole-system-architecture-evolution-001-build-results.md,True,research/05_evaluation/records/course-digital-twin-whole-system-architecture-evolution-001-build.json,True,research/05_evaluation/course-digital-twin-whole-system-architecture-evolution-001-build-results.md;research/05_evaluation/records/course-digital-twin-whole-system-architecture-evolution-001-build.json,Base revision `44edab7` plus disclosed build worktree; `npm run verify:whole-system-architecture-evolution`; provider/paid authority false; no hidden gold or human data,125
governed-full-autonomy-v2-1-actual-product-smoke-001,2026-08-31,Flow-independent actual-product autonomy adapter,"Four synthetic-public cases across T0, T1-v1, T1-v2 reactive, and T1-v2 autonomous","Passed integration smoke: 4/4 actual-service cases, exact expected safe behavior, one restart-safe cited proactive delivery, zero scope/lineage/duplicate findings, and zero calls/cost","Keep `StudentProductAutonomyAdapterV1` as evaluation infrastructure; disclose T0/T1-v1 strict-validation no-actions, keep V2.1 unselected, and Go Deeper only after #153 and a separate provider-backed #157 freeze",keep,research/05_evaluation/governed-full-autonomy-v2-1-actual-product-smoke-001-results.md,True,research/05_evaluation/records/governed-full-autonomy-v2-1-actual-product-smoke-001.json,True,research/05_evaluation/governed-full-autonomy-v2-1-actual-product-smoke-001-results.md;research/05_evaluation/records/governed-full-autonomy-v2-1-actual-product-smoke-001.json,Clean revision `75917cf`; `npm run simulate:governed-autonomy-v2-1-actual-product-smoke`; synthetic/network-free; no product-quality claim,126
course-digital-twin-evaluation-program-008,2026-08-31,Fresh retrieval decision and independent visual/profile diagnostics,300 retrieval cases / 450 exact references / 30 visual clusters / 12 synthetic C0-C2 cases,"Completed Refine: best hybrid reached 89.74% all-evidence@3, 95.51% Recall@5, and 100% boundary accuracy; visual reached 18/30 complete clusters; 83 calls, USD 0.04600311","Revoke program 008; preserve the failed 90% retrieval gate and continue once through program 009 as explicitly descriptive 500+100 and 10,000+1,000 product measurement",refine,research/05_evaluation/course-digital-twin-evaluation-program-008-results.md,True,research/05_evaluation/records/course-digital-twin-evaluation-program-008.json,True,research/05_evaluation/course-digital-twin-evaluation-program-008-results.md;research/05_evaluation/records/course-digital-twin-evaluation-program-008.json,Revision `1c7ee98`; deterministic truth authoritative; final package remained unopened,127
course-digital-twin-evaluation-program-009,2026-08-31,Descriptive actual-product development and final-construction attempt,500 candidate / paired 100 control / 37 of 500 wording batches / 36 of 500 verification batches,Completed Refine development: 59.75% grounded success and 100% boundary action accuracy; final construction interrupted when measured strong-verifier cost invalidated the USD 5 projection,Preserve the quality failure; revoke 009; correct only bulk-verifier cost and four-course concurrency in program 010,refine,research/05_evaluation/course-digital-twin-evaluation-program-009-results.md,True,research/05_evaluation/records/course-digital-twin-evaluation-program-009.json,True,research/05_evaluation/course-digital-twin-evaluation-program-009-results.md;research/05_evaluation/records/course-digital-twin-evaluation-program-009.json,"Revision `e244ff5`; 610 completed calls, USD 2.57004316; no final package/product/gold opening",128
course-digital-twin-evaluation-program-010,2026-08-31,Concurrent descriptive product development and final-construction correction,500 candidate / paired 100 control / 22 of 500 wording batches / 19 of 500 mini-verifier batches,Completed Refine development: 58.50% grounded success and 100% boundary action accuracy; construction interrupted after measured usage exposed an incorrect 50/50 internal reserve split,Preserve the quality failure; revoke 010; change only construction's reserve split to 15/85 in program 011,refine,research/05_evaluation/course-digital-twin-evaluation-program-010-results.md,True,research/05_evaluation/records/course-digital-twin-evaluation-program-010.json,True,research/05_evaluation/course-digital-twin-evaluation-program-010-results.md;research/05_evaluation/records/course-digital-twin-evaluation-program-010.json,"Revision `97ab7d0`; 578 completed calls, USD 1.68129536; no final package/product/gold opening",129
course-digital-twin-evaluation-program-011,2026-08-31,Flow-independent actual-product factual evaluation plus independent supplements,"Sealed 10,000 candidate + paired 1,000 control / 30 visual clusters / 12 synthetic-profile cases","Completed Refine: candidate grounded success 44.16% (source-family 95% CI 41.03%–44.96%), boundary action 72.9%, 478 severe releases; candidate beat control by 6.26 points on paired supported retention but both failed absolute gates; visual 17/30 and Go Deeper","Revoke authority, select no factual/visual method, preserve the qualified local R1 unchanged, and open one action-router/grounding architecture successor without rerunning the sealed set",refine,research/05_evaluation/course-digital-twin-evaluation-program-011-results.md,True,research/05_evaluation/records/course-digital-twin-evaluation-program-011.json,True,research/05_evaluation/course-digital-twin-evaluation-program-011-results.md;research/05_evaluation/records/course-digital-twin-evaluation-program-011.json,"Revision `e60a192`; 11,354 calls/batches, USD 39.14017165; deterministic truth authoritative, no private data or gold leakage; T0/T1 skipped after factual failure",130
